"city","lat","lon","Year","Month","T2M_Mean","PRCP_Total_mm"
"Diyarbakir",37.9144,40.2306,1998,1,-1.15,NA
"Diyarbakir",37.9144,40.2306,1998,2,NA,40.6
"Diyarbakir",37.9144,40.2306,1998,2,0.5,NA
"Diyarbakir",37.9144,40.2306,1998,3,NA,82.46
"Diyarbakir",37.9144,40.2306,1998,3,6.02,NA
"Diyarbakir",37.9144,40.2306,1998,4,NA,83.1
"Diyarbakir",37.9144,40.2306,1998,4,13.33,NA
"Diyarbakir",37.9144,40.2306,1998,5,NA,90.83
"Diyarbakir",37.9144,40.2306,1998,5,17.84,NA
"Diyarbakir",37.9144,40.2306,1998,6,NA,6
"Diyarbakir",37.9144,40.2306,1998,6,25.6,NA
"Diyarbakir",37.9144,40.2306,1998,7,NA,1.24
"Diyarbakir",37.9144,40.2306,1998,7,31.11,NA
"Diyarbakir",37.9144,40.2306,1998,8,NA,0.31
"Diyarbakir",37.9144,40.2306,1998,8,30.9,NA
"Diyarbakir",37.9144,40.2306,1998,9,NA,2.4
"Diyarbakir",37.9144,40.2306,1998,9,24.75,NA
"Diyarbakir",37.9144,40.2306,1998,10,NA,0.62
"Diyarbakir",37.9144,40.2306,1998,10,18.3,NA
"Diyarbakir",37.9144,40.2306,1998,11,NA,33.3
"Diyarbakir",37.9144,40.2306,1998,11,12.72,NA
"Diyarbakir",37.9144,40.2306,1998,12,NA,76.88
"Diyarbakir",37.9144,40.2306,1998,12,5.32,NA
"Diyarbakir",37.9144,40.2306,1999,1,NA,19.84
"Diyarbakir",37.9144,40.2306,1999,1,3.45,NA
"Diyarbakir",37.9144,40.2306,1999,2,NA,57.12
"Diyarbakir",37.9144,40.2306,1999,2,3.94,NA
"Diyarbakir",37.9144,40.2306,1999,3,NA,68.51
"Diyarbakir",37.9144,40.2306,1999,3,7.67,NA
"Diyarbakir",37.9144,40.2306,1999,4,NA,71.4
"Diyarbakir",37.9144,40.2306,1999,4,13.23,NA
"Diyarbakir",37.9144,40.2306,1999,5,NA,16.12
"Diyarbakir",37.9144,40.2306,1999,5,20.43,NA
"Diyarbakir",37.9144,40.2306,1999,6,NA,5.1
"Diyarbakir",37.9144,40.2306,1999,6,26.64,NA
"Diyarbakir",37.9144,40.2306,1999,7,NA,4.03
"Diyarbakir",37.9144,40.2306,1999,7,30.89,NA
"Diyarbakir",37.9144,40.2306,1999,8,NA,3.72
"Diyarbakir",37.9144,40.2306,1999,8,30.3,NA
"Diyarbakir",37.9144,40.2306,1999,9,NA,8.1
"Diyarbakir",37.9144,40.2306,1999,9,24.03,NA
"Diyarbakir",37.9144,40.2306,1999,10,NA,13.95
"Diyarbakir",37.9144,40.2306,1999,10,17.54,NA
"Diyarbakir",37.9144,40.2306,1999,11,NA,2.7
"Diyarbakir",37.9144,40.2306,1999,11,9.06,NA
"Diyarbakir",37.9144,40.2306,1999,12,NA,37.2
"Diyarbakir",37.9144,40.2306,1999,12,4.94,NA
"Diyarbakir",37.9144,40.2306,2000,1,NA,87.11
"Diyarbakir",37.9144,40.2306,2000,1,-0.92,NA
"Diyarbakir",37.9144,40.2306,2000,2,NA,63.22
"Diyarbakir",37.9144,40.2306,2000,2,1.04,NA
"Diyarbakir",37.9144,40.2306,2000,3,NA,42.47
"Diyarbakir",37.9144,40.2306,2000,3,4.91,NA
"Diyarbakir",37.9144,40.2306,2000,4,NA,40.8
"Diyarbakir",37.9144,40.2306,2000,4,14.33,NA
"Diyarbakir",37.9144,40.2306,2000,5,NA,8.99
"Diyarbakir",37.9144,40.2306,2000,5,19.22,NA
"Diyarbakir",37.9144,40.2306,2000,6,NA,0
"Diyarbakir",37.9144,40.2306,2000,6,25.98,NA
"Diyarbakir",37.9144,40.2306,2000,7,NA,0
"Diyarbakir",37.9144,40.2306,2000,7,32.36,NA
"Diyarbakir",37.9144,40.2306,2000,8,NA,5.27
"Diyarbakir",37.9144,40.2306,2000,8,29.3,NA
"Diyarbakir",37.9144,40.2306,2000,9,NA,4.5
"Diyarbakir",37.9144,40.2306,2000,9,23.95,NA
"Diyarbakir",37.9144,40.2306,2000,10,NA,47.12
"Diyarbakir",37.9144,40.2306,2000,10,15.83,NA
"Diyarbakir",37.9144,40.2306,2000,11,NA,22.5
"Diyarbakir",37.9144,40.2306,2000,11,9.22,NA
"Diyarbakir",37.9144,40.2306,2000,12,NA,92.07
"Diyarbakir",37.9144,40.2306,2000,12,2.46,NA
"Diyarbakir",37.9144,40.2306,2001,1,NA,12.4
"Diyarbakir",37.9144,40.2306,2001,1,2.73,NA
"Diyarbakir",37.9144,40.2306,2001,2,NA,74.2
"Diyarbakir",37.9144,40.2306,2001,2,3.59,NA
"Diyarbakir",37.9144,40.2306,2001,3,NA,108.81
"Diyarbakir",37.9144,40.2306,2001,3,10.79,NA
"Diyarbakir",37.9144,40.2306,2001,4,NA,70.5
"Diyarbakir",37.9144,40.2306,2001,4,13.32,NA
"Diyarbakir",37.9144,40.2306,2001,5,NA,108.81
"Diyarbakir",37.9144,40.2306,2001,5,16.3,NA
"Diyarbakir",37.9144,40.2306,2001,6,NA,3
"Diyarbakir",37.9144,40.2306,2001,6,25.02,NA
"Diyarbakir",37.9144,40.2306,2001,7,NA,1.86
"Diyarbakir",37.9144,40.2306,2001,7,30.82,NA
"Diyarbakir",37.9144,40.2306,2001,8,NA,0.93
"Diyarbakir",37.9144,40.2306,2001,8,29.94,NA
"Diyarbakir",37.9144,40.2306,2001,9,NA,18
"Diyarbakir",37.9144,40.2306,2001,9,24.93,NA
"Diyarbakir",37.9144,40.2306,2001,10,NA,33.79
"Diyarbakir",37.9144,40.2306,2001,10,16.57,NA
"Diyarbakir",37.9144,40.2306,2001,11,NA,50.1
"Diyarbakir",37.9144,40.2306,2001,11,6.7,NA
"Diyarbakir",37.9144,40.2306,2001,12,NA,161.2
"Diyarbakir",37.9144,40.2306,2001,12,2.77,NA
"Diyarbakir",37.9144,40.2306,2002,1,NA,46.5
"Diyarbakir",37.9144,40.2306,2002,1,-1.28,NA
"Diyarbakir",37.9144,40.2306,2002,2,NA,52.92
"Diyarbakir",37.9144,40.2306,2002,2,4.22,NA
"Diyarbakir",37.9144,40.2306,2002,3,NA,87.42
"Diyarbakir",37.9144,40.2306,2002,3,8.14,NA
"Diyarbakir",37.9144,40.2306,2002,4,NA,82.2
"Diyarbakir",37.9144,40.2306,2002,4,10.89,NA
"Diyarbakir",37.9144,40.2306,2002,5,NA,36.58
"Diyarbakir",37.9144,40.2306,2002,5,17.33,NA
"Diyarbakir",37.9144,40.2306,2002,6,NA,7.5
"Diyarbakir",37.9144,40.2306,2002,6,24.37,NA
"Diyarbakir",37.9144,40.2306,2002,7,NA,4.34
"Diyarbakir",37.9144,40.2306,2002,7,30.05,NA
"Diyarbakir",37.9144,40.2306,2002,8,NA,0
"Diyarbakir",37.9144,40.2306,2002,8,28.75,NA
"Diyarbakir",37.9144,40.2306,2002,9,NA,7.2
"Diyarbakir",37.9144,40.2306,2002,9,24.45,NA
"Diyarbakir",37.9144,40.2306,2002,10,NA,18.6
"Diyarbakir",37.9144,40.2306,2002,10,18.34,NA
"Diyarbakir",37.9144,40.2306,2002,11,NA,39
"Diyarbakir",37.9144,40.2306,2002,11,10.55,NA
"Diyarbakir",37.9144,40.2306,2002,12,NA,83.7
"Diyarbakir",37.9144,40.2306,2002,12,-1.84,NA
"Diyarbakir",37.9144,40.2306,2003,1,NA,70.99
"Diyarbakir",37.9144,40.2306,2003,1,1.02,NA
"Diyarbakir",37.9144,40.2306,2003,2,NA,187.32
"Diyarbakir",37.9144,40.2306,2003,2,-0.38,NA
"Diyarbakir",37.9144,40.2306,2003,3,NA,104.78
"Diyarbakir",37.9144,40.2306,2003,3,3.6,NA
"Diyarbakir",37.9144,40.2306,2003,4,NA,80.7
"Diyarbakir",37.9144,40.2306,2003,4,11.5,NA
"Diyarbakir",37.9144,40.2306,2003,5,NA,16.74
"Diyarbakir",37.9144,40.2306,2003,5,19.04,NA
"Diyarbakir",37.9144,40.2306,2003,6,NA,16.5
"Diyarbakir",37.9144,40.2306,2003,6,24.27,NA
"Diyarbakir",37.9144,40.2306,2003,7,NA,1.86
"Diyarbakir",37.9144,40.2306,2003,7,29.85,NA
"Diyarbakir",37.9144,40.2306,2003,8,NA,0.31
"Diyarbakir",37.9144,40.2306,2003,8,30.48,NA
"Diyarbakir",37.9144,40.2306,2003,9,NA,7.2
"Diyarbakir",37.9144,40.2306,2003,9,23.89,NA
"Diyarbakir",37.9144,40.2306,2003,10,NA,46.19
"Diyarbakir",37.9144,40.2306,2003,10,18.45,NA
"Diyarbakir",37.9144,40.2306,2003,11,NA,60
"Diyarbakir",37.9144,40.2306,2003,11,8.22,NA
"Diyarbakir",37.9144,40.2306,2003,12,NA,90.83
"Diyarbakir",37.9144,40.2306,2003,12,2.35,NA
"Diyarbakir",37.9144,40.2306,2004,1,NA,106.95
"Diyarbakir",37.9144,40.2306,2004,1,1.01,NA
"Diyarbakir",37.9144,40.2306,2004,2,NA,100.63
"Diyarbakir",37.9144,40.2306,2004,2,1.32,NA
"Diyarbakir",37.9144,40.2306,2004,3,NA,8.06
"Diyarbakir",37.9144,40.2306,2004,3,8.26,NA
"Diyarbakir",37.9144,40.2306,2004,4,NA,75
"Diyarbakir",37.9144,40.2306,2004,4,11.65,NA
"Diyarbakir",37.9144,40.2306,2004,5,NA,83.08
"Diyarbakir",37.9144,40.2306,2004,5,17.18,NA
"Diyarbakir",37.9144,40.2306,2004,6,NA,9.9
"Diyarbakir",37.9144,40.2306,2004,6,24.47,NA
"Diyarbakir",37.9144,40.2306,2004,7,NA,0.31
"Diyarbakir",37.9144,40.2306,2004,7,29.67,NA
"Diyarbakir",37.9144,40.2306,2004,8,NA,0
"Diyarbakir",37.9144,40.2306,2004,8,29.62,NA
"Diyarbakir",37.9144,40.2306,2004,9,NA,0
"Diyarbakir",37.9144,40.2306,2004,9,25.24,NA
"Diyarbakir",37.9144,40.2306,2004,10,NA,13.02
"Diyarbakir",37.9144,40.2306,2004,10,18.94,NA
"Diyarbakir",37.9144,40.2306,2004,11,NA,121.8
"Diyarbakir",37.9144,40.2306,2004,11,7.53,NA
"Diyarbakir",37.9144,40.2306,2004,12,NA,12.4
"Diyarbakir",37.9144,40.2306,2004,12,-0.05,NA
"Diyarbakir",37.9144,40.2306,2005,1,NA,64.48
"Diyarbakir",37.9144,40.2306,2005,1,0.49,NA
"Diyarbakir",37.9144,40.2306,2005,2,NA,47.32
"Diyarbakir",37.9144,40.2306,2005,2,2.1,NA
"Diyarbakir",37.9144,40.2306,2005,3,NA,58.59
"Diyarbakir",37.9144,40.2306,2005,3,6.76,NA
"Diyarbakir",37.9144,40.2306,2005,4,NA,42.3
"Diyarbakir",37.9144,40.2306,2005,4,13.51,NA
"Diyarbakir",37.9144,40.2306,2005,5,NA,23.25
"Diyarbakir",37.9144,40.2306,2005,5,19.51,NA
"Diyarbakir",37.9144,40.2306,2005,6,NA,25.2
"Diyarbakir",37.9144,40.2306,2005,6,24.28,NA
"Diyarbakir",37.9144,40.2306,2005,7,NA,0
"Diyarbakir",37.9144,40.2306,2005,7,31.41,NA
"Diyarbakir",37.9144,40.2306,2005,8,NA,0.93
"Diyarbakir",37.9144,40.2306,2005,8,30.99,NA
"Diyarbakir",37.9144,40.2306,2005,9,NA,3.3
"Diyarbakir",37.9144,40.2306,2005,9,23.98,NA
"Diyarbakir",37.9144,40.2306,2005,10,NA,37.51
"Diyarbakir",37.9144,40.2306,2005,10,16.04,NA
"Diyarbakir",37.9144,40.2306,2005,11,NA,39
"Diyarbakir",37.9144,40.2306,2005,11,7.84,NA
"Diyarbakir",37.9144,40.2306,2005,12,NA,76.88
"Diyarbakir",37.9144,40.2306,2005,12,4.8,NA
"Diyarbakir",37.9144,40.2306,2006,1,NA,87.11
"Diyarbakir",37.9144,40.2306,2006,1,-1.57,NA
"Diyarbakir",37.9144,40.2306,2006,2,NA,96.04
"Diyarbakir",37.9144,40.2306,2006,2,2.24,NA
"Diyarbakir",37.9144,40.2306,2006,3,NA,37.2
"Diyarbakir",37.9144,40.2306,2006,3,8.01,NA
"Diyarbakir",37.9144,40.2306,2006,4,NA,78.9
"Diyarbakir",37.9144,40.2306,2006,4,13.75,NA
"Diyarbakir",37.9144,40.2306,2006,5,NA,34.41
"Diyarbakir",37.9144,40.2306,2006,5,19.25,NA
"Diyarbakir",37.9144,40.2306,2006,6,NA,0.9
"Diyarbakir",37.9144,40.2306,2006,6,27.82,NA
"Diyarbakir",37.9144,40.2306,2006,7,NA,7.44
"Diyarbakir",37.9144,40.2306,2006,7,29.84,NA
"Diyarbakir",37.9144,40.2306,2006,8,NA,0
"Diyarbakir",37.9144,40.2306,2006,8,31.91,NA
"Diyarbakir",37.9144,40.2306,2006,9,NA,3.6
"Diyarbakir",37.9144,40.2306,2006,9,24.15,NA
"Diyarbakir",37.9144,40.2306,2006,10,NA,93.31
"Diyarbakir",37.9144,40.2306,2006,10,17.79,NA
"Diyarbakir",37.9144,40.2306,2006,11,NA,62.7
"Diyarbakir",37.9144,40.2306,2006,11,6.87,NA
"Diyarbakir",37.9144,40.2306,2006,12,NA,23.25
"Diyarbakir",37.9144,40.2306,2006,12,2,NA
"Diyarbakir",37.9144,40.2306,2007,1,NA,40.92
"Diyarbakir",37.9144,40.2306,2007,1,0.08,NA
"Diyarbakir",37.9144,40.2306,2007,2,NA,59.64
"Diyarbakir",37.9144,40.2306,2007,2,2.79,NA
"Diyarbakir",37.9144,40.2306,2007,3,NA,65.1
"Diyarbakir",37.9144,40.2306,2007,3,7.44,NA
"Diyarbakir",37.9144,40.2306,2007,4,NA,78
"Diyarbakir",37.9144,40.2306,2007,4,9.68,NA
"Diyarbakir",37.9144,40.2306,2007,5,NA,34.41
"Diyarbakir",37.9144,40.2306,2007,5,20.74,NA
"Diyarbakir",37.9144,40.2306,2007,6,NA,13.5
"Diyarbakir",37.9144,40.2306,2007,6,26.2,NA
"Diyarbakir",37.9144,40.2306,2007,7,NA,2.17
"Diyarbakir",37.9144,40.2306,2007,7,30.66,NA
"Diyarbakir",37.9144,40.2306,2007,8,NA,1.86
"Diyarbakir",37.9144,40.2306,2007,8,30.81,NA
"Diyarbakir",37.9144,40.2306,2007,9,NA,0
"Diyarbakir",37.9144,40.2306,2007,9,25.85,NA
"Diyarbakir",37.9144,40.2306,2007,10,NA,14.57
"Diyarbakir",37.9144,40.2306,2007,10,19.25,NA
"Diyarbakir",37.9144,40.2306,2007,11,NA,36.6
"Diyarbakir",37.9144,40.2306,2007,11,8.82,NA
"Diyarbakir",37.9144,40.2306,2007,12,NA,45.88
"Diyarbakir",37.9144,40.2306,2007,12,2.5,NA
"Diyarbakir",37.9144,40.2306,2008,1,NA,42.16
"Diyarbakir",37.9144,40.2306,2008,1,-1.14,NA
"Diyarbakir",37.9144,40.2306,2008,2,NA,38.57
"Diyarbakir",37.9144,40.2306,2008,2,0.86,NA
"Diyarbakir",37.9144,40.2306,2008,3,NA,24.49
"Diyarbakir",37.9144,40.2306,2008,3,10.88,NA
"Diyarbakir",37.9144,40.2306,2008,4,NA,18.3
"Diyarbakir",37.9144,40.2306,2008,4,16.29,NA
"Diyarbakir",37.9144,40.2306,2008,5,NA,44.95
"Diyarbakir",37.9144,40.2306,2008,5,18.47,NA
"Diyarbakir",37.9144,40.2306,2008,6,NA,6.6
"Diyarbakir",37.9144,40.2306,2008,6,25.94,NA
"Diyarbakir",37.9144,40.2306,2008,7,NA,0
"Diyarbakir",37.9144,40.2306,2008,7,30.18,NA
"Diyarbakir",37.9144,40.2306,2008,8,NA,1.55
"Diyarbakir",37.9144,40.2306,2008,8,31.5,NA
"Diyarbakir",37.9144,40.2306,2008,9,NA,54.6
"Diyarbakir",37.9144,40.2306,2008,9,24.09,NA
"Diyarbakir",37.9144,40.2306,2008,10,NA,38.75
"Diyarbakir",37.9144,40.2306,2008,10,16.59,NA
"Diyarbakir",37.9144,40.2306,2008,11,NA,58.2
"Diyarbakir",37.9144,40.2306,2008,11,9.58,NA
"Diyarbakir",37.9144,40.2306,2008,12,NA,44.95
"Diyarbakir",37.9144,40.2306,2008,12,1.97,NA
"Diyarbakir",37.9144,40.2306,2009,1,NA,26.66
"Diyarbakir",37.9144,40.2306,2009,1,0.38,NA
"Diyarbakir",37.9144,40.2306,2009,2,NA,85.96
"Diyarbakir",37.9144,40.2306,2009,2,4.36,NA
"Diyarbakir",37.9144,40.2306,2009,3,NA,70.68
"Diyarbakir",37.9144,40.2306,2009,3,6.12,NA
"Diyarbakir",37.9144,40.2306,2009,4,NA,42.6
"Diyarbakir",37.9144,40.2306,2009,4,11.69,NA
"Diyarbakir",37.9144,40.2306,2009,5,NA,11.78
"Diyarbakir",37.9144,40.2306,2009,5,18.42,NA
"Diyarbakir",37.9144,40.2306,2009,6,NA,15.6
"Diyarbakir",37.9144,40.2306,2009,6,25.85,NA
"Diyarbakir",37.9144,40.2306,2009,7,NA,3.72
"Diyarbakir",37.9144,40.2306,2009,7,29.73,NA
"Diyarbakir",37.9144,40.2306,2009,8,NA,0.93
"Diyarbakir",37.9144,40.2306,2009,8,28.22,NA
"Diyarbakir",37.9144,40.2306,2009,9,NA,29.1
"Diyarbakir",37.9144,40.2306,2009,9,22.47,NA
"Diyarbakir",37.9144,40.2306,2009,10,NA,78.12
"Diyarbakir",37.9144,40.2306,2009,10,19.04,NA
"Diyarbakir",37.9144,40.2306,2009,11,NA,56.7
"Diyarbakir",37.9144,40.2306,2009,11,8.88,NA
"Diyarbakir",37.9144,40.2306,2009,12,NA,93.31
"Diyarbakir",37.9144,40.2306,2009,12,5.39,NA
"Diyarbakir",37.9144,40.2306,2010,1,NA,137.95
"Diyarbakir",37.9144,40.2306,2010,1,3.33,NA
"Diyarbakir",37.9144,40.2306,2010,2,NA,31.92
"Diyarbakir",37.9144,40.2306,2010,2,4.91,NA
"Diyarbakir",37.9144,40.2306,2010,3,NA,57.35
"Diyarbakir",37.9144,40.2306,2010,3,9.65,NA
"Diyarbakir",37.9144,40.2306,2010,4,NA,36
"Diyarbakir",37.9144,40.2306,2010,4,13.1,NA
"Diyarbakir",37.9144,40.2306,2010,5,NA,32.55
"Diyarbakir",37.9144,40.2306,2010,5,19.34,NA
"Diyarbakir",37.9144,40.2306,2010,6,NA,21.3
"Diyarbakir",37.9144,40.2306,2010,6,26.46,NA
"Diyarbakir",37.9144,40.2306,2010,7,NA,2.17
"Diyarbakir",37.9144,40.2306,2010,7,31.79,NA
"Diyarbakir",37.9144,40.2306,2010,8,NA,1.55
"Diyarbakir",37.9144,40.2306,2010,8,31.36,NA
"Diyarbakir",37.9144,40.2306,2010,9,NA,1.5
"Diyarbakir",37.9144,40.2306,2010,9,26.99,NA
"Diyarbakir",37.9144,40.2306,2010,10,NA,41.85
"Diyarbakir",37.9144,40.2306,2010,10,17.54,NA
"Diyarbakir",37.9144,40.2306,2010,11,NA,0
"Diyarbakir",37.9144,40.2306,2010,11,12.27,NA
"Diyarbakir",37.9144,40.2306,2010,12,NA,50.53
"Diyarbakir",37.9144,40.2306,2010,12,6.73,NA
"Diyarbakir",37.9144,40.2306,2011,1,NA,34.1
"Diyarbakir",37.9144,40.2306,2011,1,2.49,NA
"Diyarbakir",37.9144,40.2306,2011,2,NA,59.92
"Diyarbakir",37.9144,40.2306,2011,2,2.99,NA
"Diyarbakir",37.9144,40.2306,2011,3,NA,35.03
"Diyarbakir",37.9144,40.2306,2011,3,7.39,NA
"Diyarbakir",37.9144,40.2306,2011,4,NA,172.2
"Diyarbakir",37.9144,40.2306,2011,4,12,NA
"Diyarbakir",37.9144,40.2306,2011,5,NA,59.21
"Diyarbakir",37.9144,40.2306,2011,5,16.73,NA
"Diyarbakir",37.9144,40.2306,2011,6,NA,23.1
"Diyarbakir",37.9144,40.2306,2011,6,24.24,NA
"Diyarbakir",37.9144,40.2306,2011,7,NA,1.55
"Diyarbakir",37.9144,40.2306,2011,7,31.15,NA
"Diyarbakir",37.9144,40.2306,2011,8,NA,0.62
"Diyarbakir",37.9144,40.2306,2011,8,30.3,NA
"Diyarbakir",37.9144,40.2306,2011,9,NA,8.4
"Diyarbakir",37.9144,40.2306,2011,9,24.82,NA
"Diyarbakir",37.9144,40.2306,2011,10,NA,12.09
"Diyarbakir",37.9144,40.2306,2011,10,15.94,NA
"Diyarbakir",37.9144,40.2306,2011,11,NA,62.4
"Diyarbakir",37.9144,40.2306,2011,11,4.85,NA
"Diyarbakir",37.9144,40.2306,2011,12,NA,41.85
"Diyarbakir",37.9144,40.2306,2011,12,2.11,NA
"Diyarbakir",37.9144,40.2306,2012,1,NA,87.73
"Diyarbakir",37.9144,40.2306,2012,1,0.04,NA
"Diyarbakir",37.9144,40.2306,2012,2,NA,83.81
"Diyarbakir",37.9144,40.2306,2012,2,-0.39,NA
"Diyarbakir",37.9144,40.2306,2012,3,NA,39.68
"Diyarbakir",37.9144,40.2306,2012,3,2.88,NA
"Diyarbakir",37.9144,40.2306,2012,4,NA,31.2
"Diyarbakir",37.9144,40.2306,2012,4,14.12,NA
"Diyarbakir",37.9144,40.2306,2012,5,NA,43.09
"Diyarbakir",37.9144,40.2306,2012,5,19.12,NA
"Diyarbakir",37.9144,40.2306,2012,6,NA,6.6
"Diyarbakir",37.9144,40.2306,2012,6,27.02,NA
"Diyarbakir",37.9144,40.2306,2012,7,NA,1.86
"Diyarbakir",37.9144,40.2306,2012,7,30.97,NA
"Diyarbakir",37.9144,40.2306,2012,8,NA,0.31
"Diyarbakir",37.9144,40.2306,2012,8,30.72,NA
"Diyarbakir",37.9144,40.2306,2012,9,NA,1.5
"Diyarbakir",37.9144,40.2306,2012,9,25.97,NA
"Diyarbakir",37.9144,40.2306,2012,10,NA,72.23
"Diyarbakir",37.9144,40.2306,2012,10,18.38,NA
"Diyarbakir",37.9144,40.2306,2012,11,NA,72
"Diyarbakir",37.9144,40.2306,2012,11,11.17,NA
"Diyarbakir",37.9144,40.2306,2012,12,NA,141.67
"Diyarbakir",37.9144,40.2306,2012,12,2.77,NA
"Diyarbakir",37.9144,40.2306,2013,1,NA,93.31
"Diyarbakir",37.9144,40.2306,2013,1,-0.1,NA
"Diyarbakir",37.9144,40.2306,2013,2,NA,74.48
"Diyarbakir",37.9144,40.2306,2013,2,4.29,NA
"Diyarbakir",37.9144,40.2306,2013,3,NA,24.18
"Diyarbakir",37.9144,40.2306,2013,3,7.62,NA
"Diyarbakir",37.9144,40.2306,2013,4,NA,39
"Diyarbakir",37.9144,40.2306,2013,4,13.69,NA
"Diyarbakir",37.9144,40.2306,2013,5,NA,85.87
"Diyarbakir",37.9144,40.2306,2013,5,18.98,NA
"Diyarbakir",37.9144,40.2306,2013,6,NA,6.9
"Diyarbakir",37.9144,40.2306,2013,6,25.1,NA
"Diyarbakir",37.9144,40.2306,2013,7,NA,0
"Diyarbakir",37.9144,40.2306,2013,7,30.15,NA
"Diyarbakir",37.9144,40.2306,2013,8,NA,0
"Diyarbakir",37.9144,40.2306,2013,8,29.68,NA
"Diyarbakir",37.9144,40.2306,2013,9,NA,1.5
"Diyarbakir",37.9144,40.2306,2013,9,23.51,NA
"Diyarbakir",37.9144,40.2306,2013,10,NA,4.96
"Diyarbakir",37.9144,40.2306,2013,10,16.01,NA
"Diyarbakir",37.9144,40.2306,2013,11,NA,37.5
"Diyarbakir",37.9144,40.2306,2013,11,11.33,NA
"Diyarbakir",37.9144,40.2306,2013,12,NA,31.93
"Diyarbakir",37.9144,40.2306,2013,12,0.23,NA
"Diyarbakir",37.9144,40.2306,2014,1,NA,38.13
"Diyarbakir",37.9144,40.2306,2014,1,3,NA
"Diyarbakir",37.9144,40.2306,2014,2,NA,36.68
"Diyarbakir",37.9144,40.2306,2014,2,4.9,NA
"Diyarbakir",37.9144,40.2306,2014,3,NA,41.23
"Diyarbakir",37.9144,40.2306,2014,3,9.65,NA
"Diyarbakir",37.9144,40.2306,2014,4,NA,39
"Diyarbakir",37.9144,40.2306,2014,4,14.33,NA
"Diyarbakir",37.9144,40.2306,2014,5,NA,34.72
"Diyarbakir",37.9144,40.2306,2014,5,20.33,NA
"Diyarbakir",37.9144,40.2306,2014,6,NA,19.5
"Diyarbakir",37.9144,40.2306,2014,6,25.53,NA
"Diyarbakir",37.9144,40.2306,2014,7,NA,1.24
"Diyarbakir",37.9144,40.2306,2014,7,31.13,NA
"Diyarbakir",37.9144,40.2306,2014,8,NA,0.62
"Diyarbakir",37.9144,40.2306,2014,8,31.24,NA
"Diyarbakir",37.9144,40.2306,2014,9,NA,26.4
"Diyarbakir",37.9144,40.2306,2014,9,24.56,NA
"Diyarbakir",37.9144,40.2306,2014,10,NA,47.43
"Diyarbakir",37.9144,40.2306,2014,10,16.52,NA
"Diyarbakir",37.9144,40.2306,2014,11,NA,69.3
"Diyarbakir",37.9144,40.2306,2014,11,7.64,NA
"Diyarbakir",37.9144,40.2306,2014,12,NA,57.66
"Diyarbakir",37.9144,40.2306,2014,12,5.42,NA
"Diyarbakir",37.9144,40.2306,2015,1,NA,60.76
"Diyarbakir",37.9144,40.2306,2015,1,1.07,NA
"Diyarbakir",37.9144,40.2306,2015,2,NA,68.04
"Diyarbakir",37.9144,40.2306,2015,2,3.96,NA
"Diyarbakir",37.9144,40.2306,2015,3,NA,109.43
"Diyarbakir",37.9144,40.2306,2015,3,7.16,NA
"Diyarbakir",37.9144,40.2306,2015,4,NA,43.2
"Diyarbakir",37.9144,40.2306,2015,4,11.46,NA
"Diyarbakir",37.9144,40.2306,2015,5,NA,31.62
"Diyarbakir",37.9144,40.2306,2015,5,18.55,NA
"Diyarbakir",37.9144,40.2306,2015,6,NA,6.9
"Diyarbakir",37.9144,40.2306,2015,6,25.85,NA
"Diyarbakir",37.9144,40.2306,2015,7,NA,0
"Diyarbakir",37.9144,40.2306,2015,7,31.61,NA
"Diyarbakir",37.9144,40.2306,2015,8,NA,1.24
"Diyarbakir",37.9144,40.2306,2015,8,31.24,NA
"Diyarbakir",37.9144,40.2306,2015,9,NA,0.9
"Diyarbakir",37.9144,40.2306,2015,9,27.56,NA
"Diyarbakir",37.9144,40.2306,2015,10,NA,77.81
"Diyarbakir",37.9144,40.2306,2015,10,17.82,NA
"Diyarbakir",37.9144,40.2306,2015,11,NA,26.1
"Diyarbakir",37.9144,40.2306,2015,11,9.21,NA
"Diyarbakir",37.9144,40.2306,2015,12,NA,22.01
"Diyarbakir",37.9144,40.2306,2015,12,3.34,NA
"Diyarbakir",37.9144,40.2306,2016,1,NA,84.32
"Diyarbakir",37.9144,40.2306,2016,1,-0.71,NA
"Diyarbakir",37.9144,40.2306,2016,2,NA,68.44
"Diyarbakir",37.9144,40.2306,2016,2,5.81,NA
"Diyarbakir",37.9144,40.2306,2016,3,NA,57.04
"Diyarbakir",37.9144,40.2306,2016,3,8.39,NA
"Diyarbakir",37.9144,40.2306,2016,4,NA,30
"Diyarbakir",37.9144,40.2306,2016,4,15.18,NA
"Diyarbakir",37.9144,40.2306,2016,5,NA,39.06
"Diyarbakir",37.9144,40.2306,2016,5,18.94,NA
"Diyarbakir",37.9144,40.2306,2016,6,NA,12.3
"Diyarbakir",37.9144,40.2306,2016,6,25.96,NA
"Diyarbakir",37.9144,40.2306,2016,7,NA,1.86
"Diyarbakir",37.9144,40.2306,2016,7,31.13,NA
"Diyarbakir",37.9144,40.2306,2016,8,NA,0.31
"Diyarbakir",37.9144,40.2306,2016,8,32.15,NA
"Diyarbakir",37.9144,40.2306,2016,9,NA,7.2
"Diyarbakir",37.9144,40.2306,2016,9,23.5,NA
"Diyarbakir",37.9144,40.2306,2016,10,NA,13.64
"Diyarbakir",37.9144,40.2306,2016,10,18.52,NA
"Diyarbakir",37.9144,40.2306,2016,11,NA,49.2
