"city","lat","lon","Year","Month","T2M_Mean","PRCP_Total_mm"
"Adiyaman",37.7644,38.2763,1981,1,NA,57.04
"Adiyaman",37.7644,38.2763,1981,1,-1.14,NA
"Adiyaman",37.7644,38.2763,1981,2,NA,48.16
"Adiyaman",37.7644,38.2763,1981,2,0.02,NA
"Adiyaman",37.7644,38.2763,1981,3,NA,54.25
"Adiyaman",37.7644,38.2763,1981,3,4.74,NA
"Adiyaman",37.7644,38.2763,1981,4,NA,44.7
"Adiyaman",37.7644,38.2763,1981,4,7.43,NA
"Adiyaman",37.7644,38.2763,1981,5,NA,35.03
"Adiyaman",37.7644,38.2763,1981,5,11.55,NA
"Adiyaman",37.7644,38.2763,1981,6,NA,29.4
"Adiyaman",37.7644,38.2763,1981,6,19.18,NA
"Adiyaman",37.7644,38.2763,1981,7,NA,4.03
"Adiyaman",37.7644,38.2763,1981,7,24.11,NA
"Adiyaman",37.7644,38.2763,1981,8,NA,0
"Adiyaman",37.7644,38.2763,1981,8,23.34,NA
"Adiyaman",37.7644,38.2763,1981,9,NA,0.3
"Adiyaman",37.7644,38.2763,1981,9,20.2,NA
"Adiyaman",37.7644,38.2763,1981,10,NA,26.04
"Adiyaman",37.7644,38.2763,1981,10,14.26,NA
"Adiyaman",37.7644,38.2763,1981,11,NA,28.5
"Adiyaman",37.7644,38.2763,1981,11,3.04,NA
"Adiyaman",37.7644,38.2763,1981,12,NA,50.84
"Adiyaman",37.7644,38.2763,1981,12,2.09,NA
"Adiyaman",37.7644,38.2763,1982,1,NA,65.41
"Adiyaman",37.7644,38.2763,1982,1,-1.17,NA
"Adiyaman",37.7644,38.2763,1982,2,NA,40.88
"Adiyaman",37.7644,38.2763,1982,2,-2.91,NA
"Adiyaman",37.7644,38.2763,1982,3,NA,92.07
"Adiyaman",37.7644,38.2763,1982,3,1.03,NA
"Adiyaman",37.7644,38.2763,1982,4,NA,73.8
"Adiyaman",37.7644,38.2763,1982,4,8.9,NA
"Adiyaman",37.7644,38.2763,1982,5,NA,102.92
"Adiyaman",37.7644,38.2763,1982,5,13.05,NA
"Adiyaman",37.7644,38.2763,1982,6,NA,19.8
"Adiyaman",37.7644,38.2763,1982,6,17.41,NA
"Adiyaman",37.7644,38.2763,1982,7,NA,2.79
"Adiyaman",37.7644,38.2763,1982,7,21.28,NA
"Adiyaman",37.7644,38.2763,1982,8,NA,0
"Adiyaman",37.7644,38.2763,1982,8,21.94,NA
"Adiyaman",37.7644,38.2763,1982,9,NA,2.4
"Adiyaman",37.7644,38.2763,1982,9,19.51,NA
"Adiyaman",37.7644,38.2763,1982,10,NA,5.89
"Adiyaman",37.7644,38.2763,1982,10,12.09,NA
"Adiyaman",37.7644,38.2763,1982,11,NA,17.1
"Adiyaman",37.7644,38.2763,1982,11,3.57,NA
"Adiyaman",37.7644,38.2763,1982,12,NA,24.49
"Adiyaman",37.7644,38.2763,1982,12,0.08,NA
"Adiyaman",37.7644,38.2763,1983,1,NA,40.3
"Adiyaman",37.7644,38.2763,1983,1,-4.89,NA
"Adiyaman",37.7644,38.2763,1983,2,NA,37.52
"Adiyaman",37.7644,38.2763,1983,2,-1.61,NA
"Adiyaman",37.7644,38.2763,1983,3,NA,53.63
"Adiyaman",37.7644,38.2763,1983,3,2.67,NA
"Adiyaman",37.7644,38.2763,1983,4,NA,45.6
"Adiyaman",37.7644,38.2763,1983,4,8.47,NA
"Adiyaman",37.7644,38.2763,1983,5,NA,57.66
"Adiyaman",37.7644,38.2763,1983,5,14.37,NA
"Adiyaman",37.7644,38.2763,1983,6,NA,7.2
"Adiyaman",37.7644,38.2763,1983,6,18.81,NA
"Adiyaman",37.7644,38.2763,1983,7,NA,0
"Adiyaman",37.7644,38.2763,1983,7,22.99,NA
"Adiyaman",37.7644,38.2763,1983,8,NA,0
"Adiyaman",37.7644,38.2763,1983,8,21.82,NA
"Adiyaman",37.7644,38.2763,1983,9,NA,6.3
"Adiyaman",37.7644,38.2763,1983,9,18.92,NA
"Adiyaman",37.7644,38.2763,1983,10,NA,36.27
"Adiyaman",37.7644,38.2763,1983,10,11.6,NA
"Adiyaman",37.7644,38.2763,1983,11,NA,68.4
"Adiyaman",37.7644,38.2763,1983,11,6.33,NA
"Adiyaman",37.7644,38.2763,1983,12,NA,39.68
"Adiyaman",37.7644,38.2763,1983,12,1.31,NA
"Adiyaman",37.7644,38.2763,1984,1,NA,63.55
"Adiyaman",37.7644,38.2763,1984,1,0.25,NA
"Adiyaman",37.7644,38.2763,1984,2,NA,28.71
"Adiyaman",37.7644,38.2763,1984,2,1.26,NA
"Adiyaman",37.7644,38.2763,1984,3,NA,57.04
"Adiyaman",37.7644,38.2763,1984,3,4.56,NA
"Adiyaman",37.7644,38.2763,1984,4,NA,47.7
"Adiyaman",37.7644,38.2763,1984,4,7.51,NA
"Adiyaman",37.7644,38.2763,1984,5,NA,25.11
"Adiyaman",37.7644,38.2763,1984,5,13.81,NA
"Adiyaman",37.7644,38.2763,1984,6,NA,18.6
"Adiyaman",37.7644,38.2763,1984,6,19.13,NA
"Adiyaman",37.7644,38.2763,1984,7,NA,0
"Adiyaman",37.7644,38.2763,1984,7,23.54,NA
"Adiyaman",37.7644,38.2763,1984,8,NA,0
"Adiyaman",37.7644,38.2763,1984,8,20.45,NA
"Adiyaman",37.7644,38.2763,1984,9,NA,0
"Adiyaman",37.7644,38.2763,1984,9,20.7,NA
"Adiyaman",37.7644,38.2763,1984,10,NA,3.1
"Adiyaman",37.7644,38.2763,1984,10,13.46,NA
"Adiyaman",37.7644,38.2763,1984,11,NA,64.5
"Adiyaman",37.7644,38.2763,1984,11,5.06,NA
"Adiyaman",37.7644,38.2763,1984,12,NA,43.09
"Adiyaman",37.7644,38.2763,1984,12,-1.4,NA
"Adiyaman",37.7644,38.2763,1985,1,NA,39.06
"Adiyaman",37.7644,38.2763,1985,1,0.08,NA
"Adiyaman",37.7644,38.2763,1985,2,NA,47.6
"Adiyaman",37.7644,38.2763,1985,2,-3.98,NA
"Adiyaman",37.7644,38.2763,1985,3,NA,48.36
"Adiyaman",37.7644,38.2763,1985,3,2.01,NA
"Adiyaman",37.7644,38.2763,1985,4,NA,38.1
"Adiyaman",37.7644,38.2763,1985,4,9.57,NA
"Adiyaman",37.7644,38.2763,1985,5,NA,21.39
"Adiyaman",37.7644,38.2763,1985,5,16.01,NA
"Adiyaman",37.7644,38.2763,1985,6,NA,3
"Adiyaman",37.7644,38.2763,1985,6,20.32,NA
"Adiyaman",37.7644,38.2763,1985,7,NA,0
"Adiyaman",37.7644,38.2763,1985,7,21.58,NA
"Adiyaman",37.7644,38.2763,1985,8,NA,0
"Adiyaman",37.7644,38.2763,1985,8,24.81,NA
"Adiyaman",37.7644,38.2763,1985,9,NA,0.9
"Adiyaman",37.7644,38.2763,1985,9,18.81,NA
"Adiyaman",37.7644,38.2763,1985,10,NA,36.27
"Adiyaman",37.7644,38.2763,1985,10,10.69,NA
"Adiyaman",37.7644,38.2763,1985,11,NA,44.7
"Adiyaman",37.7644,38.2763,1985,11,8.15,NA
"Adiyaman",37.7644,38.2763,1985,12,NA,31.93
"Adiyaman",37.7644,38.2763,1985,12,0.23,NA
"Adiyaman",37.7644,38.2763,1986,1,NA,42.78
"Adiyaman",37.7644,38.2763,1986,1,-0.54,NA
"Adiyaman",37.7644,38.2763,1986,2,NA,72.52
"Adiyaman",37.7644,38.2763,1986,2,0.36,NA
"Adiyaman",37.7644,38.2763,1986,3,NA,15.81
"Adiyaman",37.7644,38.2763,1986,3,4.61,NA
"Adiyaman",37.7644,38.2763,1986,4,NA,20.4
"Adiyaman",37.7644,38.2763,1986,4,10.82,NA
"Adiyaman",37.7644,38.2763,1986,5,NA,56.73
"Adiyaman",37.7644,38.2763,1986,5,11.5,NA
"Adiyaman",37.7644,38.2763,1986,6,NA,21.9
"Adiyaman",37.7644,38.2763,1986,6,18.55,NA
"Adiyaman",37.7644,38.2763,1986,7,NA,0
"Adiyaman",37.7644,38.2763,1986,7,24.65,NA
"Adiyaman",37.7644,38.2763,1986,8,NA,7.13
"Adiyaman",37.7644,38.2763,1986,8,25.28,NA
"Adiyaman",37.7644,38.2763,1986,9,NA,4.8
"Adiyaman",37.7644,38.2763,1986,9,21.1,NA
"Adiyaman",37.7644,38.2763,1986,10,NA,62.93
"Adiyaman",37.7644,38.2763,1986,10,12.69,NA
"Adiyaman",37.7644,38.2763,1986,11,NA,54.6
"Adiyaman",37.7644,38.2763,1986,11,3.51,NA
"Adiyaman",37.7644,38.2763,1986,12,NA,38.13
"Adiyaman",37.7644,38.2763,1986,12,-0.33,NA
"Adiyaman",37.7644,38.2763,1987,1,NA,60.45
"Adiyaman",37.7644,38.2763,1987,1,-0.47,NA
"Adiyaman",37.7644,38.2763,1987,2,NA,46.48
"Adiyaman",37.7644,38.2763,1987,2,1.83,NA
"Adiyaman",37.7644,38.2763,1987,3,NA,65.72
"Adiyaman",37.7644,38.2763,1987,3,-0.05,NA
"Adiyaman",37.7644,38.2763,1987,4,NA,22.2
"Adiyaman",37.7644,38.2763,1987,4,7.02,NA
"Adiyaman",37.7644,38.2763,1987,5,NA,9.61
"Adiyaman",37.7644,38.2763,1987,5,14.58,NA
"Adiyaman",37.7644,38.2763,1987,6,NA,4.2
"Adiyaman",37.7644,38.2763,1987,6,19.83,NA
"Adiyaman",37.7644,38.2763,1987,7,NA,1.55
"Adiyaman",37.7644,38.2763,1987,7,24.51,NA
"Adiyaman",37.7644,38.2763,1987,8,NA,0.93
"Adiyaman",37.7644,38.2763,1987,8,22.69,NA
"Adiyaman",37.7644,38.2763,1987,9,NA,0.9
"Adiyaman",37.7644,38.2763,1987,9,18.66,NA
"Adiyaman",37.7644,38.2763,1987,10,NA,49.91
"Adiyaman",37.7644,38.2763,1987,10,10.8,NA
"Adiyaman",37.7644,38.2763,1987,11,NA,65.7
"Adiyaman",37.7644,38.2763,1987,11,4.32,NA
"Adiyaman",37.7644,38.2763,1987,12,NA,81.53
"Adiyaman",37.7644,38.2763,1987,12,-0.79,NA
"Adiyaman",37.7644,38.2763,1988,1,NA,52.08
"Adiyaman",37.7644,38.2763,1988,1,-2.99,NA
"Adiyaman",37.7644,38.2763,1988,2,NA,38.86
"Adiyaman",37.7644,38.2763,1988,2,-0.75,NA
"Adiyaman",37.7644,38.2763,1988,3,NA,67.58
"Adiyaman",37.7644,38.2763,1988,3,1.31,NA
"Adiyaman",37.7644,38.2763,1988,4,NA,81
"Adiyaman",37.7644,38.2763,1988,4,7.61,NA
"Adiyaman",37.7644,38.2763,1988,5,NA,14.57
"Adiyaman",37.7644,38.2763,1988,5,13.65,NA
"Adiyaman",37.7644,38.2763,1988,6,NA,9.9
"Adiyaman",37.7644,38.2763,1988,6,18.32,NA
"Adiyaman",37.7644,38.2763,1988,7,NA,0.93
"Adiyaman",37.7644,38.2763,1988,7,22.78,NA
"Adiyaman",37.7644,38.2763,1988,8,NA,0
"Adiyaman",37.7644,38.2763,1988,8,23.3,NA
"Adiyaman",37.7644,38.2763,1988,9,NA,5.4
"Adiyaman",37.7644,38.2763,1988,9,18.41,NA
"Adiyaman",37.7644,38.2763,1988,10,NA,101.37
"Adiyaman",37.7644,38.2763,1988,10,11.06,NA
"Adiyaman",37.7644,38.2763,1988,11,NA,57
"Adiyaman",37.7644,38.2763,1988,11,0.29,NA
"Adiyaman",37.7644,38.2763,1988,12,NA,32.86
"Adiyaman",37.7644,38.2763,1988,12,-0.46,NA
"Adiyaman",37.7644,38.2763,1989,1,NA,10.23
"Adiyaman",37.7644,38.2763,1989,1,-5.64,NA
"Adiyaman",37.7644,38.2763,1989,2,NA,5.04
"Adiyaman",37.7644,38.2763,1989,2,-1.22,NA
"Adiyaman",37.7644,38.2763,1989,3,NA,54.25
"Adiyaman",37.7644,38.2763,1989,3,4.5,NA
"Adiyaman",37.7644,38.2763,1989,4,NA,9
"Adiyaman",37.7644,38.2763,1989,4,13.46,NA
"Adiyaman",37.7644,38.2763,1989,5,NA,2.48
"Adiyaman",37.7644,38.2763,1989,5,15.66,NA
"Adiyaman",37.7644,38.2763,1989,6,NA,4.5
"Adiyaman",37.7644,38.2763,1989,6,20.59,NA
"Adiyaman",37.7644,38.2763,1989,7,NA,0
"Adiyaman",37.7644,38.2763,1989,7,24.1,NA
"Adiyaman",37.7644,38.2763,1989,8,NA,0
"Adiyaman",37.7644,38.2763,1989,8,24,NA
"Adiyaman",37.7644,38.2763,1989,9,NA,0.6
"Adiyaman",37.7644,38.2763,1989,9,18.64,NA
"Adiyaman",37.7644,38.2763,1989,10,NA,58.28
"Adiyaman",37.7644,38.2763,1989,10,10.56,NA
"Adiyaman",37.7644,38.2763,1989,11,NA,72
"Adiyaman",37.7644,38.2763,1989,11,4.33,NA
"Adiyaman",37.7644,38.2763,1989,12,NA,40.92
"Adiyaman",37.7644,38.2763,1989,12,-0.23,NA
"Adiyaman",37.7644,38.2763,1990,1,NA,32.86
"Adiyaman",37.7644,38.2763,1990,1,-4.71,NA
"Adiyaman",37.7644,38.2763,1990,2,NA,50.68
"Adiyaman",37.7644,38.2763,1990,2,-1.62,NA
"Adiyaman",37.7644,38.2763,1990,3,NA,21.39
"Adiyaman",37.7644,38.2763,1990,3,3.92,NA
"Adiyaman",37.7644,38.2763,1990,4,NA,22.8
"Adiyaman",37.7644,38.2763,1990,4,7.92,NA
"Adiyaman",37.7644,38.2763,1990,5,NA,15.5
"Adiyaman",37.7644,38.2763,1990,5,14.07,NA
"Adiyaman",37.7644,38.2763,1990,6,NA,13.5
"Adiyaman",37.7644,38.2763,1990,6,19.16,NA
"Adiyaman",37.7644,38.2763,1990,7,NA,0
"Adiyaman",37.7644,38.2763,1990,7,24.9,NA
"Adiyaman",37.7644,38.2763,1990,8,NA,0.31
"Adiyaman",37.7644,38.2763,1990,8,22.16,NA
"Adiyaman",37.7644,38.2763,1990,9,NA,0.3
"Adiyaman",37.7644,38.2763,1990,9,18.31,NA
"Adiyaman",37.7644,38.2763,1990,10,NA,11.16
"Adiyaman",37.7644,38.2763,1990,10,12.64,NA
"Adiyaman",37.7644,38.2763,1990,11,NA,36.9
"Adiyaman",37.7644,38.2763,1990,11,7.4,NA
"Adiyaman",37.7644,38.2763,1990,12,NA,24.8
"Adiyaman",37.7644,38.2763,1990,12,1.2,NA
"Adiyaman",37.7644,38.2763,1991,1,NA,41.85
"Adiyaman",37.7644,38.2763,1991,1,-2.27,NA
"Adiyaman",37.7644,38.2763,1991,2,NA,40.6
"Adiyaman",37.7644,38.2763,1991,2,-3.31,NA
"Adiyaman",37.7644,38.2763,1991,3,NA,53.94
"Adiyaman",37.7644,38.2763,1991,3,3.81,NA
"Adiyaman",37.7644,38.2763,1991,4,NA,48.9
"Adiyaman",37.7644,38.2763,1991,4,8.99,NA
"Adiyaman",37.7644,38.2763,1991,5,NA,23.56
"Adiyaman",37.7644,38.2763,1991,5,12.81,NA
"Adiyaman",37.7644,38.2763,1991,6,NA,9.3
"Adiyaman",37.7644,38.2763,1991,6,20.14,NA
"Adiyaman",37.7644,38.2763,1991,7,NA,1.55
"Adiyaman",37.7644,38.2763,1991,7,24.24,NA
"Adiyaman",37.7644,38.2763,1991,8,NA,0
"Adiyaman",37.7644,38.2763,1991,8,23.95,NA
"Adiyaman",37.7644,38.2763,1991,9,NA,15.3
"Adiyaman",37.7644,38.2763,1991,9,18.57,NA
"Adiyaman",37.7644,38.2763,1991,10,NA,24.18
"Adiyaman",37.7644,38.2763,1991,10,12.96,NA
"Adiyaman",37.7644,38.2763,1991,11,NA,61.8
"Adiyaman",37.7644,38.2763,1991,11,5.4,NA
"Adiyaman",37.7644,38.2763,1991,12,NA,70.68
"Adiyaman",37.7644,38.2763,1991,12,-3.51,NA
"Adiyaman",37.7644,38.2763,1992,1,NA,21.08
"Adiyaman",37.7644,38.2763,1992,1,-7.56,NA
"Adiyaman",37.7644,38.2763,1992,2,NA,41.18
"Adiyaman",37.7644,38.2763,1992,2,-7.01,NA
"Adiyaman",37.7644,38.2763,1992,3,NA,14.88
"Adiyaman",37.7644,38.2763,1992,3,-0.94,NA
"Adiyaman",37.7644,38.2763,1992,4,NA,3.9
"Adiyaman",37.7644,38.2763,1992,4,7.31,NA
"Adiyaman",37.7644,38.2763,1992,5,NA,67.89
"Adiyaman",37.7644,38.2763,1992,5,12.38,NA
"Adiyaman",37.7644,38.2763,1992,6,NA,28.5
"Adiyaman",37.7644,38.2763,1992,6,17.72,NA
"Adiyaman",37.7644,38.2763,1992,7,NA,0.31
"Adiyaman",37.7644,38.2763,1992,7,21,NA
"Adiyaman",37.7644,38.2763,1992,8,NA,0
"Adiyaman",37.7644,38.2763,1992,8,22.83,NA
"Adiyaman",37.7644,38.2763,1992,9,NA,2.1
"Adiyaman",37.7644,38.2763,1992,9,17.62,NA
"Adiyaman",37.7644,38.2763,1992,10,NA,11.16
"Adiyaman",37.7644,38.2763,1992,10,13.97,NA
"Adiyaman",37.7644,38.2763,1992,11,NA,46.8
"Adiyaman",37.7644,38.2763,1992,11,3.35,NA
"Adiyaman",37.7644,38.2763,1992,12,NA,68.82
"Adiyaman",37.7644,38.2763,1992,12,-4.98,NA
"Adiyaman",37.7644,38.2763,1993,1,NA,51.15
"Adiyaman",37.7644,38.2763,1993,1,-5.88,NA
"Adiyaman",37.7644,38.2763,1993,2,NA,46.76
"Adiyaman",37.7644,38.2763,1993,2,-5.38,NA
"Adiyaman",37.7644,38.2763,1993,3,NA,37.82
"Adiyaman",37.7644,38.2763,1993,3,1.61,NA
"Adiyaman",37.7644,38.2763,1993,4,NA,30.9
"Adiyaman",37.7644,38.2763,1993,4,7.92,NA
"Adiyaman",37.7644,38.2763,1993,5,NA,113.46
"Adiyaman",37.7644,38.2763,1993,5,11.6,NA
"Adiyaman",37.7644,38.2763,1993,6,NA,7.8
"Adiyaman",37.7644,38.2763,1993,6,17.69,NA
"Adiyaman",37.7644,38.2763,1993,7,NA,0.93
"Adiyaman",37.7644,38.2763,1993,7,22.99,NA
"Adiyaman",37.7644,38.2763,1993,8,NA,0.62
"Adiyaman",37.7644,38.2763,1993,8,23.49,NA
"Adiyaman",37.7644,38.2763,1993,9,NA,0
"Adiyaman",37.7644,38.2763,1993,9,19.63,NA
"Adiyaman",37.7644,38.2763,1993,10,NA,17.67
"Adiyaman",37.7644,38.2763,1993,10,14.54,NA
"Adiyaman",37.7644,38.2763,1993,11,NA,30.3
"Adiyaman",37.7644,38.2763,1993,11,2.29,NA
"Adiyaman",37.7644,38.2763,1993,12,NA,26.97
"Adiyaman",37.7644,38.2763,1993,12,2.07,NA
"Adiyaman",37.7644,38.2763,1994,1,NA,70.68
"Adiyaman",37.7644,38.2763,1994,1,1.26,NA
"Adiyaman",37.7644,38.2763,1994,2,NA,60.48
"Adiyaman",37.7644,38.2763,1994,2,-0.83,NA
"Adiyaman",37.7644,38.2763,1994,3,NA,17.36
"Adiyaman",37.7644,38.2763,1994,3,4.1,NA
"Adiyaman",37.7644,38.2763,1994,4,NA,27.3
"Adiyaman",37.7644,38.2763,1994,4,11.91,NA
"Adiyaman",37.7644,38.2763,1994,5,NA,20.15
"Adiyaman",37.7644,38.2763,1994,5,15.8,NA
"Adiyaman",37.7644,38.2763,1994,6,NA,1.2
"Adiyaman",37.7644,38.2763,1994,6,19.61,NA
"Adiyaman",37.7644,38.2763,1994,7,NA,1.86
"Adiyaman",37.7644,38.2763,1994,7,23.89,NA
"Adiyaman",37.7644,38.2763,1994,8,NA,0.93
"Adiyaman",37.7644,38.2763,1994,8,22.26,NA
"Adiyaman",37.7644,38.2763,1994,9,NA,2.1
"Adiyaman",37.7644,38.2763,1994,9,22.3,NA
"Adiyaman",37.7644,38.2763,1994,10,NA,34.1
"Adiyaman",37.7644,38.2763,1994,10,14.97,NA
"Adiyaman",37.7644,38.2763,1994,11,NA,75.3
"Adiyaman",37.7644,38.2763,1994,11,3.59,NA
"Adiyaman",37.7644,38.2763,1994,12,NA,67.58
"Adiyaman",37.7644,38.2763,1994,12,-4.1,NA
"Adiyaman",37.7644,38.2763,1995,1,NA,46.81
"Adiyaman",37.7644,38.2763,1995,1,-0.09,NA
"Adiyaman",37.7644,38.2763,1995,2,NA,37.52
"Adiyaman",37.7644,38.2763,1995,2,1.56,NA
"Adiyaman",37.7644,38.2763,1995,3,NA,36.27
"Adiyaman",37.7644,38.2763,1995,3,4.1,NA
"Adiyaman",37.7644,38.2763,1995,4,NA,63
"Adiyaman",37.7644,38.2763,1995,4,7.51,NA
"Adiyaman",37.7644,38.2763,1995,5,NA,29.14
"Adiyaman",37.7644,38.2763,1995,5,15.3,NA
"Adiyaman",37.7644,38.2763,1995,6,NA,28.5
"Adiyaman",37.7644,38.2763,1995,6,19.4,NA
"Adiyaman",37.7644,38.2763,1995,7,NA,0.62
"Adiyaman",37.7644,38.2763,1995,7,22.19,NA
"Adiyaman",37.7644,38.2763,1995,8,NA,0.31
"Adiyaman",37.7644,38.2763,1995,8,24.23,NA
"Adiyaman",37.7644,38.2763,1995,9,NA,4.2
"Adiyaman",37.7644,38.2763,1995,9,19.06,NA
"Adiyaman",37.7644,38.2763,1995,10,NA,47.74
"Adiyaman",37.7644,38.2763,1995,10,11.11,NA
"Adiyaman",37.7644,38.2763,1995,11,NA,71.1
"Adiyaman",37.7644,38.2763,1995,11,3.27,NA
"Adiyaman",37.7644,38.2763,1995,12,NA,4.03
"Adiyaman",37.7644,38.2763,1995,12,-0.54,NA
"Adiyaman",37.7644,38.2763,1996,1,NA,81.53
"Adiyaman",37.7644,38.2763,1996,1,-1.76,NA
"Adiyaman",37.7644,38.2763,1996,2,NA,57.42
"Adiyaman",37.7644,38.2763,1996,2,0.35,NA
"Adiyaman",37.7644,38.2763,1996,3,NA,129.58
"Adiyaman",37.7644,38.2763,1996,3,2.46,NA
"Adiyaman",37.7644,38.2763,1996,4,NA,75.6
"Adiyaman",37.7644,38.2763,1996,4,6.23,NA
"Adiyaman",37.7644,38.2763,1996,5,NA,27.9
"Adiyaman",37.7644,38.2763,1996,5,14.9,NA
"Adiyaman",37.7644,38.2763,1996,6,NA,5.1
"Adiyaman",37.7644,38.2763,1996,6,18.03,NA
"Adiyaman",37.7644,38.2763,1996,7,NA,4.34
"Adiyaman",37.7644,38.2763,1996,7,25.24,NA
"Adiyaman",37.7644,38.2763,1996,8,NA,6.51
"Adiyaman",37.7644,38.2763,1996,8,23.65,NA
"Adiyaman",37.7644,38.2763,1996,9,NA,6.9
"Adiyaman",37.7644,38.2763,1996,9,18.09,NA
"Adiyaman",37.7644,38.2763,1996,10,NA,68.51
"Adiyaman",37.7644,38.2763,1996,10,11.04,NA
"Adiyaman",37.7644,38.2763,1996,11,NA,35.4
"Adiyaman",37.7644,38.2763,1996,11,6.4,NA
"Adiyaman",37.7644,38.2763,1996,12,NA,90.52
"Adiyaman",37.7644,38.2763,1996,12,2.43,NA
"Adiyaman",37.7644,38.2763,1997,1,NA,25.42
"Adiyaman",37.7644,38.2763,1997,1,-0.58,NA
"Adiyaman",37.7644,38.2763,1997,2,NA,41.16
"Adiyaman",37.7644,38.2763,1997,2,-2.59,NA
"Adiyaman",37.7644,38.2763,1997,3,NA,23.56
"Adiyaman",37.7644,38.2763,1997,3,-0.15,NA
"Adiyaman",37.7644,38.2763,1997,4,NA,69.9
"Adiyaman",37.7644,38.2763,1997,4,5.45,NA
"Adiyaman",37.7644,38.2763,1997,5,NA,40.3
"Adiyaman",37.7644,38.2763,1997,5,15.04,NA
"Adiyaman",37.7644,38.2763,1997,6,NA,18
"Adiyaman",37.7644,38.2763,1997,6,18.87,NA
"Adiyaman",37.7644,38.2763,1997,7,NA,0
"Adiyaman",37.7644,38.2763,1997,7,22.27,NA
"Adiyaman",37.7644,38.2763,1997,8,NA,0
"Adiyaman",37.7644,38.2763,1997,8,22.34,NA
"Adiyaman",37.7644,38.2763,1997,9,NA,22.2
"Adiyaman",37.7644,38.2763,1997,9,16.35,NA
"Adiyaman",37.7644,38.2763,1997,10,NA,69.44
"Adiyaman",37.7644,38.2763,1997,10,11.99,NA
"Adiyaman",37.7644,38.2763,1997,11,NA,37.5
"Adiyaman",37.7644,38.2763,1997,11,5.69,NA
"Adiyaman",37.7644,38.2763,1997,12,NA,64.48
"Adiyaman",37.7644,38.2763,1997,12,0,NA
"Adiyaman",37.7644,38.2763,1998,1,NA,41.23
"Adiyaman",37.7644,38.2763,1998,1,-4.1,NA
"Adiyaman",37.7644,38.2763,1998,2,NA,21.84
"Adiyaman",37.7644,38.2763,1998,2,-2.17,NA
"Adiyaman",37.7644,38.2763,1998,3,NA,81.84
"Adiyaman",37.7644,38.2763,1998,3,2.03,NA
"Adiyaman",37.7644,38.2763,1998,4,NA,78.6
"Adiyaman",37.7644,38.2763,1998,4,9.38,NA
"Adiyaman",37.7644,38.2763,1998,5,NA,52.7
"Adiyaman",37.7644,38.2763,1998,5,13.74,NA
"Adiyaman",37.7644,38.2763,1998,6,NA,8.7
"Adiyaman",37.7644,38.2763,1998,6,20.47,NA
"Adiyaman",37.7644,38.2763,1998,7,NA,3.41
"Adiyaman",37.7644,38.2763,1998,7,25.19,NA
"Adiyaman",37.7644,38.2763,1998,8,NA,0.31
"Adiyaman",37.7644,38.2763,1998,8,25.36,NA
"Adiyaman",37.7644,38.2763,1998,9,NA,1.5
"Adiyaman",37.7644,38.2763,1998,9,19.68,NA
"Adiyaman",37.7644,38.2763,1998,10,NA,13.02
"Adiyaman",37.7644,38.2763,1998,10,13.75,NA
"Adiyaman",37.7644,38.2763,1998,11,NA,50.7
"Adiyaman",37.7644,38.2763,1998,11,8.67,NA
"Adiyaman",37.7644,38.2763,1998,12,NA,75.02
"Adiyaman",37.7644,38.2763,1998,12,1.78,NA
"Adiyaman",37.7644,38.2763,1999,1,NA,28.21
"Adiyaman",37.7644,38.2763,1999,1,0.31,NA
"Adiyaman",37.7644,38.2763,1999,2,NA,41.72
"Adiyaman",37.7644,38.2763,1999,2,0.69,NA
"Adiyaman",37.7644,38.2763,1999,3,NA,53.32
"Adiyaman",37.7644,38.2763,1999,3,3.99,NA
"Adiyaman",37.7644,38.2763,1999,4,NA,22.2
"Adiyaman",37.7644,38.2763,1999,4,9.29,NA
"Adiyaman",37.7644,38.2763,1999,5,NA,5.27
"Adiyaman",37.7644,38.2763,1999,5,15.87,NA
"Adiyaman",37.7644,38.2763,1999,6,NA,4.5
"Adiyaman",37.7644,38.2763,1999,6,20.64,NA
"Adiyaman",37.7644,38.2763,1999,7,NA,5.89
"Adiyaman",37.7644,38.2763,1999,7,24.87,NA
"Adiyaman",37.7644,38.2763,1999,8,NA,5.27
"Adiyaman",37.7644,38.2763,1999,8,25.08,NA
"Adiyaman",37.7644,38.2763,1999,9,NA,1.8
"Adiyaman",37.7644,38.2763,1999,9,19.43,NA
"Adiyaman",37.7644,38.2763,1999,10,NA,15.81
"Adiyaman",37.7644,38.2763,1999,10,13.33,NA
"Adiyaman",37.7644,38.2763,1999,11,NA,1.5
"Adiyaman",37.7644,38.2763,1999,11,5.11,NA
"Adiyaman",37.7644,38.2763,1999,12,NA,34.72
"Adiyaman",37.7644,38.2763,1999,12,2.24,NA
"Adiyaman",37.7644,38.2763,2000,1,NA,102.61
"Adiyaman",37.7644,38.2763,2000,1,-5.12,NA
"Adiyaman",37.7644,38.2763,2000,2,NA,51.33
"Adiyaman",37.7644,38.2763,2000,2,-4.31,NA
"Adiyaman",37.7644,38.2763,2000,3,NA,32.55
"Adiyaman",37.7644,38.2763,2000,3,1.24,NA
"Adiyaman",37.7644,38.2763,2000,4,NA,29.7
"Adiyaman",37.7644,38.2763,2000,4,9.84,NA
"Adiyaman",37.7644,38.2763,2000,5,NA,13.64
"Adiyaman",37.7644,38.2763,2000,5,13.89,NA
